StoreID;StoreCode;StoreName;DITOStoreID;Address;Province;PriceRegion;StoreTypeID;StateID;Country;ReportingStatus;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
200;5CQJ;MUSGRAVE CONVENIENCE CENTRE;200;108 STEPHEN DLAMINI ROAD.ESSENWOOD;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
201;5CFP;SUPER CONVENIENCE CENTRE (CLOSED);201;95 Brickhill Road , Durban, 4001;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
202;2HLW;GEORGE ECO STOP;202;CNR CJ LANGENHOVEN & WITFONTEIN AVENUES.HEATHERLANDS;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
203;7FRB;SABIE CONVENIENCE CENTRE;203;146 MAIN ROAD.SABIE;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
204;7NGT;WILLOWS MOTORS;204;CNR SIMON VERMOTEN & PRETORIA ROAD.WILLOW PARK;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
205;5CFC;THE STAMFORD CONVENIENCE CENTRE;205;269 Mathews Meyiwa Rd, Windermere, Durban, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
206;5CQE;MORNINGSIDE CONVENIENCE CENTRE;206;350 LILIAN NGOYI ROAD.MORNINGSIDE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
207;5TEP;ORANJE QUICKSTOP;207;27 Annandale St, Gardens, Cape Town, 8001.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
208;8BNM;WILLIAM MOTORS RETAIL CENTRE;208;Unknown;GAUTENG CENTRAL;ENGEN - ON THE GO;ENGEN - ON THE GO - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
209;8BFQ;VYFSTER MOTORS;209;Cnr General De La Rey & Curie Ave, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
210;7NKK;LONGMEADOW 1 STOP;210;CNR GATEWAY & PARKWAY NORTH.MEADOWDALE;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
211;7FQV;MILLENIUM WALKER;211;158 Bourke St, Sunnyside, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
212;7PMC;WESTBRIDGE CONVENIENCE CENTRE;212;MALIBONGWE DRIVE.STRIJDOM PARK;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
213;5HMQ;VINCENT PARK MOTORS;213;2 DEVEREAUX AVE.VINCENT;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
214;7MWD;SKYSTOP CONVENIENCE CENTRE;214; O.R. Tambo Airport Rd, O.R. Tambo, Kempton Park, 1619.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
215;7FTC;GLEN MARAIS SERVICE STATION;215;216 Monument Rd, Glen marais, Kempton Park, 1619.;GAUTENG EAST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
216;7FHQ;D & J MOTORS;216;456 CHURCH STREET.PRETORIA WEST;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
217;5RBG;PRIME CONVENIENCE CENTRE;217;Cnr Muller &, Hospitaal St, Bethlehem, 9701.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
218;7FWR;UPETHILOLI FILLING STATION;218; 142 Ladies Mile Rd, Meadowridge, Cape Town, 7806.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
219;7FLD;MALELANE  TOYOTA;219;1 AIR STREET.MALELANE;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
220;7BWH;VAAL 1 STOP EAST;220;N3 HIGHWAY.VILLIERS;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
221;6ELU;ORKNEY CONVENIENCE CENTRE;221;49 FLECKER & SHAKESPEARE STREETS.ORKNEY;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
222;5CTU;TEDS CONVENIENCE CENTRE;222;11 MURCHISON STREET.LADYSMITH;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
223;5LBD;SPRINGFIELD CONVENIENCE CENTRE;223;6 ROYAL PALM AVENUE.UMGENI BUSINESS PARK;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
224;2HLC;MOTHERWELL SERVICE STATION;224;CNR TYINIRA AND NYARA STREET.MOTHERWELL;CAPE EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
225;2EJR;CHELSEA VILLAGE CONVENIENCE CENTRE;225;7 CARR HILL ROAD.WYNBERG;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
226;8BCV;MIDRAND OLYMPIC SERVICE STATION;226;CNR K101 & NEW & OLD PRETORIA ROADS.MIDRAND;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
227;9AAM;ENGEN VAN BUUREN;227;Cnr Kloof &, Van Buuren Rd, Bedfordview, Germiston, 2007.;GAUTENG EAST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
228;5CHB;GLENASHLEY CONVENIENCE CENTRE;228;36 Newport Ave, Glen Ashley, Durban North, 4051.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
229;2ETJ;TYRE & TUBE SERVICE STATION;229;8 BOSHOFF STREET.WESTERING;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
230;7FTW;BRIGHTSTAR CONVENIENCE CENTRE;230;119 Jacqueline Ave, Randhart, Alberton, 1449.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
231;6CLN;MARANELLO CONVENIENCE CENTRE;231;John Vorster Rd & Kayburn Ave, Randpark Ridge, Randburg, 2169.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
232;7GBF;PRETORIA MOTORS;232;302 Pretoria St, Silverton, Pretoria, 0184.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
233;7NHV;ENGEN NDOFAYA;233;23674 Hekroodt Cir, Zone 2, Meadowlands, 1852.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
234;7GAC;LYTTLETON MOTORS;234;143 Cantonments Rd, Lyttelton Manor, Pretoria, 0140.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
235;2EUA;WELGEMOED CONVENIENCE CENTRE;235;Jip De Jager Dr, Eikenbosch, Welgemoed, 7530.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
236;2HLT;DURBAN ROAD CONVENIENCE CENTRE;236;333 Durban Rd, Bellville, Cape Town, 7530.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
237;5LBG;JACKSONS CONVENIENCE CENTRE;237;MAIN ROAD.LOWER UMFOLOZI;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
238;7QVA;WOODLANDS SERVICE CENTRE;238;CNR WOODMEAD DRIVE & WESTERN SERVICE RD.WOODMEAD;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
239;8CUP;RIETVLEI SERVICE CENTRE;239;2 Pentz Dr, Table View, Cape Town, 7441.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
240;7NJQ;ALL AFRICA VILLAGE CONVENIENCE CENT;240;2981 FAR EAST BANK VILLAGE OF STARS EXT 4 .;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
241;6CAH;DUNEDEN SERVICE CENTRE;241;23 Andries Pretorius Rd, Edenvale, Johannesburg, 1609.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
242;6CUD;ENGEN KELVIN;242; 31 SouthWay St, Kelvin, Sandton, 2090.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
243;7NKD;HONEYDEW SERVICE CENTRE;243;5 STAR PARK.BEYERS NAUDE DRIVE;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
244;5TAR;BERGVIEW 1 STOP;244;BOSCHETTO AVENUE HARRISMITH .;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
245;5CKU;WELCOME CONVENIENCE CENTRE;245;931 Jan Smuts Highway, 4091 Durban, KwaZulu-Natal;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
246;8BKK;BASSONIA CONVENIENCE CENTRE;246;CNR COMARO & SOETDORING STREETS BASSONIA .;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
247;2HMD;PEDDIE MOTORS;247;N2, Peddie, 5640.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
248;7FRH;WIERDA PARK MOTORS;248;269 CHRIS HOUGAARD STREET.WIERDA PARK;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
249;2EUC;LINTON GRANGE SERVICE STATION;249;543 Cape Rd, Linton Grange, Port Elizabeth, 6025.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
250;7NUD;MARKET GATEWAY CONVENIENCE CENTRE;250;MAJORIE STREET.CITY DEEP;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
251;7NQK;SIROCO CONVENIENCE CENTRE;251; 142 Ladies Mile Rd, Meadowridge, Cape Town, 7806.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
252;7NCC;GC GYPSEY;252;OR TAMBO ROAD.EXT 16;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
253;5LBH;MALVERN CONVENIENCE CENTRE;253;125 MAIN ROAD.MALVERN;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
254;8BNT;EMMARENTIA CONVENIENCE CENTRE;254;Cnr Barry Hertzog Ave &, Tana Rd, Emmarentia, Randburg, 2195.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
255;5LBK;PAVILION CONVENIENCE CENTRE;255;St James Ave, Dawncliffe, Westville, 3629.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
256;7NRP;CROSSROADS FILLING STATION;256;DUDU MADISHA STREET.GA-MADIBA;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
257;2FKC;BLOUBERG MOTORS;257;13 MARINE CIRCLE BLOUBERGSTRAND .;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
258;9ACO;ZENEX CYRILDENE;258;1 Cooper Street, Cyrildene, Johannesburg ;GAUTENG SOUTH WEST;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
259;9ACB;FOURWAYS CONVENIENCE CENTRE;259;William Nicol Dr, Witkoppen, Sandton, 2191.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
260;7NDB;WATERMEYER CONVENIENCE CENTRE;260;74 Watermeyer St, Val-De-Grace, Pretoria, 0184.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
261;7NJF;EMPIRE SERVICE CENTRE;261;Empire Rd, Parktown, Johannesburg, 2001.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
262;8BHF;MULTI MOTORS;262;41 KNYSNA ROAD.GEORGE EAST;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
263;8DBK;PARKRAND SERVICE STATION;263;Van Wyk Louw Dr, Parkrand, Boksburg, 1459.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
264;7GHR;BLOCKHOUSE 1 STOP NORTH;264;R59 HIGHWAY RANDVAAL .;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
265;5CPD;HIBBERDENE CONVENIENCE CENTRE;265;Marlin Dr, Hibberdene, 4220.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
266;7KBF;N3 TRUCK STOP;266;CNR HEIDELBERG & BLACK REEF ROADS.GERMISTON;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
267;5CQA;LAGOON CONVENIENCE CENTRE;267;80 ATHLONE DRIVE.DURBAN NORTH;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
268;7NPN;ENGEN LINBRO PARK;268;4 STARFIELD DRIVE.LINBRO PARK;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
269;2EQR;SMUTS & KOCH ENGEN;269;12 VOORTREKKER STREET.MALMESBURY;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
270;2HMK;HINDLE ROAD SERVICE STATION;270;57 HINDLE ROAD.BRENTWOOD PARK;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
271;5CRK;EZRAY CONVENIENCE CENTRE;271;584 Tara Rd, Wentworth, Bluff, 4052.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
272;7NAE;ZEBETIELA 1 STOP SOUTH;272; Krandskop N1, 0510.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
273;9ADF;LENCHEN CONVENIENCE;273;81 LENCHEN AVE SOUTH.ZWARTKOP EXT4;GAUTENG CENTRAL;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
274;7HLB;PITSTOP KRIEL;274;Bronwyn St, Kriel, 2271.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
275;8CWV;RICHARDS BAY CONVENIENCE CENTRE;275;93 Weigela, Veld En Vlei, Richards Bay, 3900.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
276;2ERB;SHERWOODS HUMANSDORP;276;20 VOORTREKKER ROAD.HUMANSDORP;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
277;5RBD;BETHLEHEM CONVENIENCE CENTRE;277;N5, Bethlehem, 9701.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
278;7QRP;WINTERVELDT SERVICE STATION;278;M44, Mabopane, 0190.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
279;7FTD;DORINGKLOOF MOTORS;279;3 Aster Ave, Doringkloof, Centurion, 0157.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
280;2HMB;ENGEN SEDGEFIELD;280;N2, The Island, Sedgefield, 6525.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
281;5LCH;TUGELA 1 STOP NORTH;281;N3 HIGHWAY.NORTH BOUND;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
282;7FEV;WONGAR MOTORS;282;74 Braam Pretorius St, Montana AH, Pretoria;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
283;9ABL;ZENEX GOLF CLUB TERRACE;283;       144 Golf Club Terrace, 1709 Roodepoort.;GAUTENG CENTRAL;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
284;7FLF;BELFAST 1 STOP;284;N4 HIGHWAY BELFAST .;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
285;8DBJ;RUDAN 1 STOP;285;CNR R24 & R27 HIGHWAYS.RUSTENBURG;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
286;7NQH;HURLINGHAM COURT SERVICE STATION;286;CNR WILLIAM NICOL DRIVE & PETER PLACE.HURLINGHAM;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
287;6CGW;ROSEDENE CONVENIENCE CENTRE;287; Cnr Pretoria Rd &, Biddulph St, Witfield, Boksburg, 1459.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
288;2HLM;SAXENBURG SERVICE STATION;288;STRAND ROAD.SAXENBURG PARK;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
289;6BJR;BRENTEL MOTORS;289;86 Andries Pretorius Rd, Eastleigh, Edenvale, 1609.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
290;7FLT;REGGIES 1 STOP;290;17 CHURCH STREET.PIET RETIEF;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
291;7QJM;STRUBENPARK MOTORS;291;102 JOHANNES RAMOKHOASE CNR SOPHIE DE BR.PRETORIA;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
292;7MTL;WILLIAM NICOL CONVENIENCE CENTRE;292;CNR MATTIE & WILLIAM NICOL ROADS.PARKMORE;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
293;7NCK;DETROIT MOTORS;293;CNR PRETORIA & ALBATROSS ROADS.KEMPTON PARK;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
294;7KAF;MENLYN QUICK STOP NORTH;294;ATTERBURY ROAD.MENLYN EXT 9;INLAND NORTH;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
295;8BMD;WYNBERG RETAIL CENTRE;295;57 WETTON ROAD WYNBERG.;CAPE WEST;ENGEN - ON THE GO;ENGEN - ON THE GO - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
296;7FUF;ERASMUSRAND CONVENIENCE CENTRE;296;425 RIGEL AVENUE.ERASMUSRAND;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
297;7MVP;N12 MOTORS;297;CARLETONVILLE, North West;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
298;5KKL;DUZI CONVENIENCE CENTRE;298;381 Boshoff St, Wensleydale, Pietermaritzburg, 3201.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
299;7CNJ;RIVONIA CONVENIENCE CENTRE;299;270 RIVONIA ROAD.RIVONIA;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
300;6BHV;MEYERS PARK MOTORS;300;195 WATERMEYER STREET.MEYERS PARK;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
