StoreID;StoreCode;StoreName;DITOStoreID;Address;Province;PriceRegion;StoreTypeID;StateID;Country;ReportingStatus;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
1;5LAU;FAIRYVILLE HOLDINGS CONV CENTRE;1;2 MOUNT MORIAH DRIVE.KWAMASHU;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
2;7JDW;RIDDERPARK MOTORS;2;Kruger St, Protea Park, Rustenburg, 0299.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
3;7NKG;COSMOPOLITAN CONVENIENCE CENTRE;3;474 MALIBONGWE DRIVE.KYA SANDS;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
4;7NCE;ROWHILL MOTORS;4;Geduld Rd, Paul Krugersoord, Springs, 1559.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
5;7NTF;CORNWALLVIEW SERVICE STATION;5;Concert Blvd, Retreat, Cape Town, 7800.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
6;2HMJ;HERMANUS CONVENIENCE CENTRE;6;CNR MAIN ROAD & R43.SANDBAAI;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
7;7FKU;MIDWAY SERVICE CENTRE;7;13 LAINGSNEK STREET.VOLKSRUST;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
8;2HMH;SETTLERS WAY;8;49 SETTLERS WAY.GREENFIELDS;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
9;2HMA;TIERBERG CONVENIENCE CENTRE;9;CNR SELBOURNE & TIERBERG ROADS.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
10;7NDK;WOODMEAD SERVICE STATION;10;CNR WOODMEAD DR & WATERVAL CRESCENT.WOODMEAD;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
11;9AAN;BIRCHLEIGH CONVENIENCE CENTRE;11;Cnr Tinus de Jongh & Elgin St, Birchleigh, Kempton Park, 1618.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
12;7PUW;PERFORMANCE FUELS CONV. CENTRE;12;1003 PRETORIUS STREET EAST.HATFIELD;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
13;8BKN;PALM VALLEY ENGEN;13;CNR CASCADES & VICTORIA ROADS.LITTLE FALLS;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
14;7HGF;SIYABUSWA MOTOR CLINIC;14;CNR STEVE MAHLANGU & NELSON MANDELA STR.MDUTJANA (SIYABUSWA);INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
15;8BMM;MARATHON CONVENIENCE CENTRE;15;425 King Dinuzulu Rd (South ), Bulwer, Berea, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
16;7MNE;MENLYN QUICK SHOP SOUTH;16;CNR JANUARY MASILELA & ATTERBURY ROAD.MENLYN EXT 9;INLAND NORTH;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
17;5CLV;NEWCASTLE CONVENIENCE CENTRE;17;Allen St, Hutten Heights, Newcastle, 2956.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
18;7NUV;MINTYS TYRES & MAGS AMALGAM;18;CNR MAIN REEF & PRODUCTION ROADS.AMALGAM;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
19;6BCV;MABOPANE MOTORS;19;2 M35, Onderstepoort, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
20;2EQU;SONNENDAL SERVICE STATION;20;109 UYS KRIGE AVENUE.SONNENDAL;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
21;5LBB;SARNIA CONVENIENCE CENTRE;21;SARNIA SHOPPING CENTRE.176 UNDERWOOD ROAD;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
22;7HFM;FAERIE GLEN MOTORS;22;430 Selikats Causeway, Faerie Glen, Pretoria, 0043.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
23;5CUF;45TH CONVENIENCE CENTRE;23;1134 King Cetshwayo Hwy, Sherwood, Durban, 4091.;EASTERN REGION;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
24;7FEP;NORTHCLIFF CORNER CONVENIENCE CENTR;24;Corner of Beyers Naude Drive &, Milner Ave, Northcliff, Randburg, 2195.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
25;5TCC;ETIENNE CONVENIENCE CENTRE;25;333 Durban Rd, Bellville, Cape Town, 7530.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
26;6BLU;BELAPHIL MOTORS;26;176 Kingfisher Ave, Freeway Park, Boksburg, 1459.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
27;7HAA;BONGI'S CONVENIENCE CENTRE;27;22004 Moshoeshoe St, Sebokeng Unit 14, Sebokeng, 1984.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
28;8BFL;BEACONHILL CONVENIENCE CENTRE;28;57 Hillcrest Dr, Beaconhurst, East London, 5241.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
29;8BDD;RANDPARKRIDGE CONVENIENCE CENTRE;29;Cnr Molope Rd & Haarkdoring Ave, Randpark Ridge, Randburg, 2169.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
30;7FEF;JET PARK SERVICE STATION;30;CNR GRIFFITH & WANKEL ROADS.JET PARK;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
31;2HLL;BOTTELARY MOTORS;31;CNR BOTTELARY ROAD & AMANDEL DRIVE KUILSRIVER .;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
32;7NTP;LAKESIDE MOTORS;32;M57 Pretoria Rd, Birchleigh, Kempton Park, 1619.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
33;7GJJ;NEW REDRUTH CONVENIENCE CENTRE;33;CNR RING ROAD EAST & NEW QUAY STR.NEW REDRUTH;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
34;9AAR;KEMPTON PARK CONVENIENCE CENTRE;34;CR Swart Drive &, Anjonet Ave, Kempton Park, 1619.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
35;5DLH;PALM CONVENIENCE CENTRE;35;170 Rinaldo Rd, Glen Hills, Durban North, 4051.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
36;7BUV;VAAL 1 STOP WEST;36;N3 HIGHWAY.VILLIERS;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
37;9ABI;MODEL SERVICE STATION;37;CNR GALLOWAY & JOHAN LE ROUX.MEYERTON;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
38;7MVU;ENGEN HAZYVIEW;38;Cnr Main Rd & Hobby St, Blue Haze Shopping Centre, Hazyview, 1242.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
39;5CPQ;LA LUCIA CONVENIENCE CENTRE;39;47 Armstrong Ave, La Lucia, 4051.;EASTERN REGION;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
40;7NTJ;MONTANA CROSSING;40;MONTANA CROSSING.SEFAKO MAKGATHO DRIVE;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
41;8BFT;VRYBURG CONVENIENCE CENTRE;41;Market St, Vryburg, 8600.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
42;8BEG;CAPE ROAD CONVENIENCE CENTRE;42;314 CAPE ROAD.NEWTON PARK;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
43;5RBN;KOPPIE ALLEEN CONVENIENCE CENTRE;43;4 JASONS WAY.RIEBEECKSTAD;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
44;5LAK;COMPETITION PLUS CONVENIENCE CENTRE;44;Aiken St, Oribi Plaza, Port Shepstone,;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
45;2DFL;ALBERTSTRAAT MOTORS;45;42 Albert St, George Central, George, 6529.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
46;7NDV;UMFULA 1 STOP;46;CNR R512 & OLD RUSTENBURG ROAD.HARTBEESPOORT;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
47;8DBD;KEMPGEN CONVENIENCE CENTRE;47;CNR VOORTREKKER & CENTRAL AVENUES.KEMPTON PARK;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
48;7NUC;KEYWEST CONVENIENCE CENTRE;48;1739 PAARDEKRAAL ROAD.KRUGERSDORP;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
49;5HMC;ROWLS SERVICE STATION;49;       57 Hillcrest Dr, East London.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
50;7KRC;ELARDUSPARK MOTORS;50;783 Piering Rd, Elardus Park, Pretoria, 0181.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
51;8BDG;MACKENZIE PARK MOTORS;51;2 Kestrel Ave, Mackenzie Park, Benoni, 1501.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
52;7FWW;RYNFIELD SERVICE STATION;52;184 Pretoria Rd, Rynfield, Benoni, 1501.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
53;7NKW;HUGHES PARK SERVICE STATION;53;Cnr Jet Park Rd &, Saligna St, Witfield, Germiston, 1459.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
54;5CHW;MEDWOOD CONVENIENCE CENTRE;54;537 UMBILO ROAD.UMBILO;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
55;7FEM;CONRAD CONVENIENCE CENTRE;55;CNR CONRAD & MACKAY AVENUES.BLAIRGOWRIE;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
56;7MRR;HIGHVELD 1 STOP WEST;56;R21 HIGHWAY.OLIFANTSFONTEIN;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
57;5BBC;K'S CONVENIENCE CENTRE;57;8 Longcroft Dr, Longcroft, Phoenix, 4068.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
58;7MWE;ENGEN ERMELO;58;CNR VOORTREKKER & KERK STREETS.ERMELO;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
59;7MRV;SHALOM FILLING STATION;59;2 Watermeyer St, Witbank, Emalahleni, 1034.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
60;6CUA;OUKLIP CONVENIENCE CENTRE;60;Cnr Ouklip &, Graphite Rd, Wilro Park, Roodepoort, 1724.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
61;5RBJ;GOLDEN CONVENIENCE CENTRE;61;137 Jan Hofmeyer Rd, Voorspoed, Welkom, 9460.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
62;7NCR;KWA THEMA CONVENIENCE CENTRE;62;Cnr Nkosi &, Kgaswane St, Kwa-Thema, Springs, 1575.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
63;7FUW;CAROLINES CONV CENTRE;63;6568 Mooki St, Orlando East, Soweto, 1804.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
64;8BKH;CLIFFENDALE MOTORS;64;406 Cliffendale Dr, Faerie Glen, Pretoria, 0081.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
65;5NED;CATO RIDGE 1 STOP;65;N3, Harrison, Cato Ridge, 3680.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
66;7NAM;LA MMATSELENG CONVENIENCE CENTRE;66;Modderdam Rd, Matroosfontein, Cape Town, 7490.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
67;7FJM;BROOKS MOTORS;67;98 LANDROS MAREE STREET.POLOKWANE;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
68;7FGN;BRACKENVIEW SERVICE STATION;68;43 HENNIE ALBERTS STREET.BRACKENVIEW;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
69;5HFU;WOODHURST CONVENIENCE CENTRE;69;45 WOODHURST DRIVE.CHATSWORTH;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
70;5LCJ;TUGELA 1 STOP SOUTH;70;N3 HIGHWAY.SOUTH BOUND;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
71;5HNE;A & J MOTORS;71;3 MTHATHA STREET MAIN ROAD TO MTHATHA.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
72;7NHD;MIDWAY MEWS CONVENIENCE CENTRE;72;CNR HARRY GALAUN & 7TH AVENUE.HALFWAY GARDENS;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
73;7FWN;BAYLEY STREET MOTORS;73;6 Bayley St, Farrarmere, Benoni, 1501.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
74;7FRQ;EDENGLEN MOTORS (PTY) LTD;74;Baker Rd, Eden Glen, Edenvale, 1609.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
75;8BEU;ENGEN BLACKHEATH;75;148 Buttskop Rd, Blackheath, Cape Town, 7580.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
76;7FTG;GLENDOWER SERVICE CENTRE;76;2 Pentz Dr, Table View, Cape Town, 7441.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
77;7NTV;THE WATERFRONT;77;90 Keiskamma Dr, Aerorand, Middelburg, 1055, South Africa;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
78;6BJE;CAMPUS MOTORS;78;Cnr Perth &, Lewes Rd, Westdene, Johannesburg, 2092.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
79;5CJB;NYALA 1 STOP;79;MAIN ROAD.MKUZE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
80;7PDA;KRANSKOP 1 STOP SOUTH - LIMPOPO;80;N1 HIGHWAY.BELA-BELA;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
81;8BEQ;DE GRENDEL MOTORS;81;75 DE GRENDEL AVENUE.BOTHASIG;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
82;6BDJ;VILLAGE MOTORS;82;20 Vermooten St, Brackenhurst, Alberton, 1448.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
83;7FEQ;IRIS MOTORS;83;86 GRANT AVENUE CNR IVY ROAD.NORWOOD;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
84;9ABV;FERNDALE CONVENIENCE CENTRE;84;101 Oxford St, Ferndale, Randburg, 2194.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
85;8BEV;LA ROCHELLE SERVICE STATION;85;CNR MEERLUST & SUIKERBOSSIE STR.BELLVILLE EAST;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
86;7NHU;K90 SERVICE STATION;86;Cnr A Z Berman Dr &, Watergate Blvd, Philippi, Cape Town, 7789.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
87;7HBH;BRACKENTEN MOTORS;87;24 De Waal St, Brackendowns, Alberton, 1448.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
88;6BCM;FOMISS CARLETONVILLE;88; Palladium St, Carletonville, 2499.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
89;5LBE;BAY TERRACE CONVENIENCE CENTRE;89;45 Bay Terrace, South Beach, Durban, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
90;2HMC;NEW BRIGHTON SERVICE STATION;90;CNR MENDI ROAD AND AVENUE A.NEW BRIGHTON;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
91;7NRT;ROUTE 21 QUICKSTOP;91;Nellmapius Dr, Irene, Centurion, 0157.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
92;5CFW;EYETHU CONVENIENCE CENTRE;92;1606 SOUTH COAST ROAD.MOBENI;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
93;8BCW;THE REEDS MOTORS;93;Cnr Panorama Rd &, Marquard St, The Reeds, Centurion, 0157.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
94;7NNR;ELM STREET SERVICE STATION;94;2 Elm St, Dowerglen, Edenvale, 1612.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
95;7ELV;GRASMERE 1 STOP SOUTH;95;N1 HIGHWAY SOUTH.GRASMERE;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
96;7NJJ;CARNIVAL CITY SERVICE STATION;96;Cnr Elsburg &, Heidelberg Rd, Dalpark, Brakpan, 1541.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
97;8BAB;RANDFONTEIN CONVENIENCE CENTRE;97;2 MAIN REEF ROAD.RANDFONTEIN;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
98;5CLW;BASIL BURE CONVENIENCE CENTRE;98;27 CHIEF ALBERT LUTHULI ROAD PIETERMARITZBURG .;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
99;2EKT;KRAAIFONTEIN MOTORS;99;VAN RIEBEECK STREET.KRAAIFONTEIN;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
